,travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
7485,pt,NHBO,free,2,11.0,81,1,0,840,0.190555556,0.063611111,0.051388889,0.221622,0,10-15k,2,0.066388889,South London
7486,pt,HBW,full,2,7.083333333,52,1,1,5988,1.483333333,0.526666667,0.403888889,0.620358,0,50-75k,1,0.619166667,Central London
7487,drive,HBO,free,6,10.83333333,66,1,1,7984,1.916944444,0.633611111,0.407222222,0.197135,2,50-75k,2,0.719444444,South London
7488,walk,HBW,full,4,18.16666667,21,1,0,1629,0.375277778,0.114722222,0.097222222,0.234286,3,25-35k,5,0.319166667,North London
7489,walk,HBO,free,2,9.5,86,1,0,732,0.168888889,0.048333333,0.043333333,0.128205,1,10-15k,2,0.0925,East London
7490,drive,HBW,full,4,17.0,52,1,1,10623,2.562777778,0.732222222,0.743611111,0.389989,1,20-25k,2,1.149166667,South London
7491,drive,HBW,full,4,5.0,53,0,1,7531,1.775555556,0.4675,0.275,0.0393939,2,>100k,2,0.9225,South London
7492,drive,HBW,free,3,7.0,60,1,1,5131,1.123055556,0.341388889,0.346944444,0.446757,1,25-35k,2,0.426944444,North London
7493,drive,HBO,free,7,18.0,71,1,1,6580,1.5575,0.440555556,0.274166667,0.136778,1,20-25k,1,0.635555556,West London
7494,drive,HBO,free,7,18.0,65,1,1,792,0.23,0.067222222,0.067777778,0.151639,1,<5k,1,0.170555556,South London
7495,pt,HBO,full,2,14.5,28,1,0,6772,1.596666667,0.544722222,0.432777778,0.397304,0,10-15k,4,0.771388889,Central London
7496,drive,NHBO,full,5,8.5,31,1,1,4943,1.215555556,0.363333333,0.26,0.320513,1,75-100k,4,0.559444444,West London
7497,pt,HBW,full,2,18.0,27,1,1,7414,1.876944444,0.617777778,0.566666667,0.668627,0,50-75k,2,0.438611111,Central London
7498,pt,HBW,full,6,8.75,28,1,1,7849,1.872222222,0.665555556,0.369166667,0.460497,1,50-75k,6,0.764444444,West London
7499,drive,HBO,full,7,19.0,39,0,1,18470,4.334444444,1.389166667,0.740555556,0.307577,1,35-50k,3,1.086666667,Central London
7500,drive,HBO,free,4,13.41666667,71,1,1,973,0.259166667,0.103611111,0.109166667,0.137405,1,5-10k,2,0.153888889,North London
7501,pt,HBO,16+,5,16.5,17,1,0,8062,1.8575,0.613055556,0.629722222,0.749449,1,15-20k,2,1.08,West London
7502,drive,HBO,dis,7,11.0,49,1,1,2119,0.493888889,0.180833333,0.099166667,0.0560224,1,10-15k,2,0.199166667,South London
7503,pt,HBW,full,5,6.666666667,56,1,0,6884,1.778333333,0.713055556,0.491944444,0.352343,0,25-35k,1,0.812222222,Central London
7504,pt,HBW,full,6,23.25,27,1,1,14745,3.358333333,1.254444444,0.860555556,0.584248,0,10-15k,1,0.8875,East London
7505,walk,HBW,full,5,18.16666667,30,0,1,2249,0.569166667,0.273333333,0.245,0.753968,0,5-10k,1,0.301666667,Central London
7506,pt,HBO,free,5,14.66666667,71,1,1,2393,0.653333333,0.227777778,0.236388889,0.243243,1,5-10k,1,0.383888889,West London
7507,pt,HBO,full,2,8.0,45,1,0,11609,2.810555556,0.826666667,0.726388889,0.665774,0,20-25k,1,1.011111111,East London
7508,walk,HBW,full,3,16.16666667,51,1,1,1664,0.363333333,0.100277778,0.061666667,0.0540541,2,75-100k,2,0.275,West London
7509,pt,HBO,free,1,12.5,67,1,0,804,0.195555556,0.062222222,0.061111111,0.159091,1,10-15k,2,0.169166667,North London
7510,drive,HBW,full,3,2.0,25,1,1,7247,1.74,0.532222222,0.240833333,0.0288351,1,5-10k,3,1.013888889,South London
7511,walk,HBW,full,2,18.08333333,28,1,1,1192,0.509444444,0.182222222,0.171388889,0.484603,0,20-25k,2,0.320833333,West London
7512,pt,HBW,full,4,20.0,36,1,0,3739,0.912777778,0.291666667,0.240277778,0.421965,0,5-10k,3,0.453888889,Central London
7513,pt,HBO,full,5,15.16666667,51,0,0,700,0.185277778,0.069166667,0.058333333,0.495238,0,<5k,1,0.075833333,Central London
7514,drive,HBO,free,1,14.5,65,1,1,6763,1.706388889,0.550833333,0.379444444,0.240117,1,15-20k,1,0.843888889,South London
7515,pt,HBO,free,2,11.83333333,72,1,0,4454,1.073611111,0.322222222,0.222777778,0.322943,0,15-20k,2,0.280555556,West London
7516,drive,HBE,full,4,8.5,47,1,1,1072,0.416944444,0.143055556,0.124166667,0.183445,4,>100k,4,0.397777778,South London
7517,walk,HBO,full,7,8.5,36,1,1,1802,0.472222222,0.147222222,0.103611111,0.292225,1,35-50k,1,0.355833333,West London
7518,pt,HBW,full,5,23.5,30,0,0,3204,0.735277778,0.200833333,0.201666667,0.290634,0,20-25k,5,0.273055556,South London
7519,pt,HBW,full,3,20.0,28,1,0,4363,1.015277778,0.289722222,0.241111111,0.650922,0,25-35k,2,0.488333333,Central London
7520,pt,HBW,full,5,7.5,42,0,1,12402,2.946388889,1.017222222,0.8525,0.587814,0,50-75k,1,0.846944444,South London
7521,pt,B,full,4,9.0,25,1,1,14123,3.298888889,1.030555556,0.847777778,0.56422,1,35-50k,2,0.700277778,West London
7522,walk,NHBO,full,6,15.41666667,55,1,1,935,0.241944444,0.090833333,0.095555556,0.514535,1,>100k,1,0.0575,Central London
7523,pt,HBW,full,2,7.5,34,0,1,12357,2.774722222,0.876666667,0.828611111,0.846463,1,>100k,3,0.790555556,South London
7524,drive,HBO,free,5,8.5,80,1,0,2412,0.612777778,0.224166667,0.154722222,0.443447,0,20-25k,2,0.385277778,West London
7525,pt,HBO,free,5,12.0,89,0,1,2829,0.675555556,0.3,0.244444444,0.519318,1,20-25k,1,0.332222222,South London
7526,pt,HBO,dis,6,18.0,21,1,1,11174,2.727777778,0.972777778,0.641666667,0.58961,1,25-35k,1,0.989722222,Central London
7527,drive,NHBO,full,7,14.88333333,35,0,1,1969,0.556944444,0.198888889,0.177222222,0.445141,1,>100k,1,0.283055556,Central London
7528,pt,HBO,free,5,11.0,70,1,0,2393,0.497222222,0.125,0.165277778,0.515966,1,25-35k,3,0.305555556,West London
7529,pt,HBW,full,1,17.5,23,1,1,7140,1.765833333,0.612222222,0.604166667,0.715862,0,15-20k,1,0.664444444,South London
7530,pt,HBO,free,6,12.0,66,1,1,4199,1.044722222,0.362777778,0.394722222,0.613652,2,>100k,3,0.285,Central London
7531,pt,HBO,free,4,13.5,60,0,1,928,0.208333333,0.050277778,0.050833333,0.306011,0,20-25k,1,0.128611111,South London
7532,pt,HBO,free,4,10.75,75,1,0,741,0.188055556,0.131388889,0.122222222,0.806818,0,5-10k,1,0.118333333,Central London
7533,pt,HBW,full,3,8.5,25,1,1,5238,1.277777778,0.516666667,0.584444444,0.706749,2,50-75k,5,0.571388889,Central London
7534,cycle,HBO,free,7,8.25,62,0,1,661,0.178611111,0.1,0.078888889,0.130282,0,50-75k,2,0.157222222,Central London
7535,pt,HBO,dis,6,13.08333333,29,0,1,4365,1.071666667,0.391388889,0.308611111,0.735374,0,5-10k,1,0.379166667,Central London
7536,drive,HBO,full,1,21.75,38,0,1,3867,1.060833333,0.274166667,0.178055556,0.237129,1,5-10k,1,0.395,North London
7537,pt,HBO,full,5,14.0,56,1,0,966,0.215833333,0.074444444,0.079444444,0.552448,0,50-75k,1,0.151944444,Central London
7538,walk,HBO,full,2,17.0,59,1,1,379,0.106944444,0.041388889,0.059166667,0.150235,1,20-25k,1,0.078055556,West London
7539,walk,NHBO,full,6,10.66666667,26,1,0,1268,0.3125,0.126111111,0.087777778,0.129747,2,>100k,9,0.295555556,East London
7540,drive,HBW,full,4,7.0,41,1,1,2116,0.550833333,0.1525,0.116388889,0.0668258,1,20-25k,2,0.479722222,West London
7541,drive,HBO,free,3,11.0,80,1,1,1007,0.253055556,0.103055556,0.356666667,0.316199,1,15-20k,1,0.134166667,North London
7542,drive,HBO,free,6,15.5,73,1,1,803,0.205277778,0.055,0.053611111,0.0,2,<5k,2,0.184166667,West London
7543,drive,HBO,full,7,11.0,53,1,1,5201,1.322777778,0.385277778,0.244166667,0.138794,3,35-50k,3,0.743333333,West London
7544,drive,HBO,full,6,16.0,54,0,1,3000,0.739722222,0.253611111,0.172222222,0.15,1,10-15k,1,0.417222222,North London
7545,pt,HBW,full,5,10.0,31,1,1,3953,1.043333333,0.351666667,0.403888889,0.645805,0,25-35k,2,0.469166667,Central London
7546,drive,HBO,free,7,14.0,72,1,1,9056,2.409444444,0.6975,0.331666667,0.0485762,2,35-50k,2,1.290833333,East London
7547,walk,HBO,free,6,10.5,84,1,0,351,0.076944444,0.018611111,0.022777778,0.158537,0,25-35k,1,0.027777778,South London
7548,walk,HBO,full,6,10.0,50,1,1,569,0.143611111,0.055277778,0.043333333,0.288462,2,50-75k,2,0.098611111,South London
7549,pt,HBO,free,1,10.0,79,1,0,4750,1.180833333,0.424444444,0.249444444,0.299555,0,5-10k,1,0.451666667,South London
7550,pt,B,full,1,19.0,42,0,1,9196,2.18,0.796111111,0.619166667,0.637506,1,15-20k,4,0.582777778,West London
7551,drive,NHBO,free,5,13.0,64,1,1,1764,0.430555556,0.129166667,0.092222222,0.21988,4,25-35k,2,0.308055556,North London
7552,drive,HBO,free,1,17.16666667,69,1,1,2166,0.508333333,0.147777778,0.135277778,0.0492813,1,15-20k,2,0.331944444,East London
7553,pt,HBO,free,4,11.0,77,1,0,3298,0.807222222,0.222777778,0.194722222,0.233951,0,<5k,1,0.296388889,East London
7554,drive,NHBO,full,2,13.5,55,1,1,1173,0.26,0.062777778,0.104166667,0.568,0,15-20k,1,0.080555556,South London
7555,walk,HBO,full,3,8.0,32,1,0,326,0.076388889,0.034444444,0.037777778,0.154412,0,10-15k,1,0.061388889,East London
7556,drive,B,full,3,5.0,27,0,1,13821,3.373888889,1.003611111,0.585555556,0.0773245,1,35-50k,2,1.176388889,South London
7557,drive,HBO,full,3,13.75,84,1,0,3129,0.908611111,0.287222222,0.185833333,0.177877,0,10-15k,1,0.507222222,North London
7558,pt,HBO,dis,6,17.0,35,0,0,12154,2.781111111,0.971111111,0.855,0.699155,0,75-100k,2,0.917777778,Central London
7559,pt,HBO,full,7,13.5,23,1,0,15299,3.660555556,1.1225,0.892222222,0.373599,0,25-35k,1,1.120833333,Central London
7560,walk,HBO,full,1,13.5,49,0,1,573,0.169444444,0.048055556,0.047777778,0.622093,1,35-50k,3,0.154722222,Central London
7561,pt,HBO,free,3,10.0,66,0,1,3428,0.8875,0.356111111,0.3125,0.539556,1,15-20k,2,0.49,Central London
7562,cycle,NHBO,full,6,9.833333333,50,0,1,7541,1.769722222,0.542777778,0.382222222,0.269622,2,50-75k,4,0.697777778,North London
7563,pt,HBW,full,5,7.833333333,57,1,1,13426,3.226944444,1.051944444,0.951388889,0.556204,1,35-50k,1,0.897222222,South London
7564,pt,HBO,full,1,19.33333333,25,1,0,2847,0.735833333,0.297777778,0.309166667,0.61186,0,35-50k,1,0.278611111,Central London
7565,pt,HBO,free,4,16.66666667,61,1,1,6510,1.534722222,0.441111111,0.498333333,0.367336,1,20-25k,2,0.356666667,South London
7566,walk,HBO,full,3,10.5,52,1,1,1541,0.337777778,0.096666667,0.056111111,0.163366,1,25-35k,1,0.087777778,South London
7567,drive,HBO,free,4,13.0,72,0,1,18555,4.208055556,1.191388889,0.864722222,0.521362,1,20-25k,2,1.075,East London
7568,pt,HBW,full,2,19.25,40,0,0,11947,2.844166667,0.828055556,0.719444444,0.581081,1,50-75k,2,0.838055556,East London
7569,walk,HBO,free,1,9.916666667,77,1,0,1083,0.249722222,0.065277778,0.0525,0.148148,0,5-10k,1,0.135,West London
7570,pt,HBO,free,2,13.0,77,0,0,961,0.222777778,0.085555556,0.053888889,0.185567,0,5-10k,1,0.143333333,South London
7571,drive,NHBO,full,7,12.0,32,0,1,9036,2.151111111,0.706666667,0.511666667,0.441911,1,50-75k,1,0.860277778,North London
7572,pt,HBO,full,6,14.08333333,35,1,1,10474,2.674722222,0.958333333,0.543611111,0.475728,3,75-100k,3,1.2175,West London
7573,pt,HBO,free,1,10.0,64,1,1,1657,0.491388889,0.165277778,0.132222222,0.197479,0,10-15k,1,0.259722222,Central London
7574,drive,HBW,free,1,22.0,56,0,1,10770,2.623333333,0.729444444,0.543055556,0.253197,1,25-35k,2,1.088055556,South London
7575,pt,HBW,free,2,5.833333333,63,1,0,8096,2.058333333,0.664722222,0.453333333,0.126838,0,25-35k,1,0.723611111,South London
7576,pt,HBW,full,4,18.5,36,0,1,1629,0.374166667,0.108055556,0.131111111,0.618644,0,>100k,3,0.256388889,Central London
7577,drive,HBO,full,6,22.66666667,44,1,1,6899,1.619166667,0.475277778,0.304166667,0.221918,1,20-25k,1,0.651666667,South London
7578,walk,HBO,free,7,10.0,69,1,0,2066,0.528611111,0.180277778,0.1225,0.0884354,0,5-10k,1,0.276388889,North London
7579,pt,HBW,full,2,17.0,51,0,1,4166,1.131388889,0.530833333,0.4,0.593056,1,50-75k,2,0.624722222,East London
7580,drive,HBO,free,7,12.0,70,1,1,2497,0.640555556,0.284444444,0.233611111,0.205707,1,>100k,2,0.458055556,Central London
7581,drive,B,full,2,16.0,40,0,1,13959,3.184166667,0.921388889,0.643055556,0.465659,1,>100k,2,0.906944444,South London
7582,pt,HBW,full,2,15.0,45,0,1,1737,0.4625,0.142777778,0.1325,0.716981,0,50-75k,1,0.352222222,Central London
7583,drive,HBO,full,7,16.0,39,1,1,2133,0.580833333,0.160277778,0.146388889,0.0683112,1,10-15k,1,0.393055556,South London
7584,pt,HBW,dis,1,9.0,26,1,0,24207,5.612777778,1.741111111,1.160277778,0.452957,0,50-75k,2,1.018333333,West London
7585,drive,HBO,free,5,19.0,63,1,1,2524,0.623888889,0.223055556,0.134444444,0.161157,1,15-20k,1,0.440555556,South London
7586,pt,HBO,free,2,11.5,92,1,0,4243,1.035,0.353333333,0.215833333,0.131274,1,10-15k,2,0.449444444,South London
7587,pt,HBO,free,5,9.5,88,1,0,968,0.269444444,0.096111111,0.066111111,0.0756303,0,<5k,2,0.146666667,West London
7588,pt,HBO,full,5,22.0,35,1,0,7215,1.704166667,0.578055556,0.408888889,0.469429,0,5-10k,1,0.666111111,West London
7589,cycle,B,full,5,19.0,21,0,1,6829,1.5875,0.460277778,0.416944444,0.628248,0,10-15k,1,0.511111111,West London
7590,pt,NHBO,free,5,10.5,61,1,1,16591,3.882222222,1.533333333,0.9675,0.695378,0,20-25k,1,1.064444444,East London
7591,pt,NHBO,full,6,12.5,22,1,1,13385,3.036666667,0.9975,0.900555556,0.646206,0,>100k,3,1.205277778,North London
7592,walk,HBW,full,4,9.0,53,0,1,1885,0.456666667,0.157777778,0.157222222,0.583039,0,20-25k,1,0.215277778,West London
7593,pt,HBO,dis,5,13.0,25,1,0,3000,0.762222222,0.250555556,0.265833333,0.588297,0,25-35k,1,0.421666667,Central London
7594,pt,HBO,full,3,16.0,21,1,0,15404,3.511388889,1.318888889,0.739166667,0.340098,0,<5k,1,0.705,West London
7595,drive,HBO,full,6,12.0,38,0,1,5974,1.503888889,0.449166667,0.401944444,0.339323,2,>100k,4,0.648611111,South London
7596,pt,HBO,free,4,13.5,78,0,1,4041,0.9075,0.275,0.3275,0.415606,1,<5k,2,0.433333333,East London
7597,pt,HBO,full,5,7.333333333,48,1,1,2485,0.597777778,0.238055556,0.233611111,0.469679,0,>100k,1,0.410555556,Central London
7598,pt,HBO,free,2,13.0,68,1,1,2591,0.659166667,0.260277778,0.178333333,0.235202,1,25-35k,2,0.241666667,West London
7599,walk,HBO,full,5,18.75,48,1,1,700,0.2125,0.081944444,0.140833333,0.323471,1,35-50k,3,0.193055556,South London
7600,drive,HBO,free,6,21.5,65,1,1,2337,0.563888889,0.185833333,0.168055556,0.142149,1,15-20k,1,0.413611111,Central London
7601,drive,HBE,free,2,9.166666667,63,1,1,7327,1.727777778,0.522777778,0.491944444,0.538114,2,25-35k,2,0.758333333,East London
7602,pt,HBW,full,5,7.5,35,1,1,3181,0.766666667,0.246666667,0.246111111,0.564334,0,5-10k,1,0.618611111,West London
7603,pt,HBO,free,7,10.0,64,1,0,1384,0.404722222,0.115555556,0.1375,0.0989899,0,<5k,2,0.295,North London
7604,drive,HBO,full,7,17.33333333,44,1,1,1632,0.395555556,0.123055556,0.082777778,0.0469799,1,50-75k,1,0.2925,East London
7605,pt,HBO,full,6,15.0,18,1,0,13270,3.042222222,0.935277778,0.459722222,0.533535,0,15-20k,3,0.85,West London
7606,walk,HBO,full,7,14.0,41,0,1,670,0.168888889,0.070555556,0.048333333,0.614943,1,35-50k,1,0.098888889,West London
7607,walk,HBO,full,7,12.0,30,1,1,1098,0.264444444,0.092777778,0.087222222,0.0382166,0,25-35k,3,0.210277778,East London
7608,pt,HBO,free,3,12.0,78,1,1,4529,1.079722222,0.397222222,0.424444444,0.700262,1,20-25k,1,0.635555556,Central London
7609,pt,HBO,free,5,10.0,60,1,1,10256,2.717777778,0.744444444,0.319166667,0.170583,1,20-25k,1,0.928611111,West London
7610,pt,HBO,free,3,10.51666667,71,1,1,1638,0.358333333,0.111388889,0.104444444,0.300532,1,25-35k,1,0.178888889,West London
7611,pt,B,full,5,7.5,22,1,1,8870,2.079444444,0.669166667,0.662222222,0.617869,1,25-35k,1,0.757777778,North London
7612,walk,HBO,free,3,15.0,72,1,0,1031,0.283333333,0.093888889,0.092222222,0.120482,0,5-10k,1,0.179722222,Central London
7613,drive,HBW,free,1,6.0,70,1,1,3993,1.02,0.325555556,0.21,0.0833333,1,15-20k,1,0.529722222,East London
7614,drive,HBW,full,2,17.0,56,1,1,2745,0.731666667,0.2275,0.192222222,0.0881503,2,50-75k,4,0.468333333,West London
7615,drive,HBW,full,5,7.583333333,47,1,1,2720,0.808611111,0.245277778,0.166944444,0.28619,2,50-75k,3,0.588055556,East London
7616,drive,HBO,free,4,18.33333333,64,1,1,10385,2.483333333,0.906666667,0.5925,0.533052,1,15-20k,2,1.204722222,North London
7617,drive,HBO,full,7,0.0,33,1,1,13807,3.289444444,1.146388889,0.670555556,0.499586,0,35-50k,1,1.129444444,South London
7618,pt,HBW,free,7,8.0,64,1,1,15113,3.471944444,1.091111111,0.535555556,0.330913,2,25-35k,2,1.000555556,West London
7619,pt,HBO,full,5,22.0,57,0,1,6851,1.621111111,0.554166667,0.379722222,0.582297,0,25-35k,1,0.520555556,South London
7620,cycle,HBW,full,2,18.75,38,0,1,5653,1.39,0.505277778,0.428055556,0.665152,1,50-75k,4,0.625277778,North London
7621,pt,HBO,full,1,17.0,32,1,0,5134,1.239722222,0.382222222,0.371666667,0.773543,0,10-15k,1,0.490277778,Central London
7622,drive,HBO,free,2,12.5,71,1,0,1312,0.405277778,0.131944444,0.0825,0.0774411,0,10-15k,1,0.248611111,South London
7623,walk,B,full,7,14.0,27,1,1,602,0.1925,0.066666667,0.128055556,0.522777,0,35-50k,2,0.113888889,East London
7624,drive,HBO,full,7,19.5,41,1,0,10917,3.073888889,1.008055556,0.641111111,0.406412,0,>100k,2,1.089166667,Central London
7625,walk,HBO,free,5,10.0,63,1,1,868,0.235277778,0.071111111,0.061111111,0.0272727,1,20-25k,2,0.173888889,North London
7626,cycle,HBO,free,5,12.0,70,0,1,3831,1.006666667,0.313333333,0.231944444,0.091018,1,10-15k,1,0.739444444,South London
7627,pt,B,full,1,15.5,41,1,1,14778,3.706388889,1.058611111,0.730833333,0.477385,1,20-25k,1,0.918333333,East London
7628,pt,NHBO,free,2,13.53333333,67,1,0,1382,0.336388889,0.109722222,0.143888889,0.183398,0,5-10k,1,0.177222222,North London
7629,drive,HBO,full,4,11.5,55,1,1,4311,1.470277778,0.398333333,0.326666667,0.188776,1,<5k,1,0.8075,West London
7630,pt,HBW,full,7,16.0,21,1,0,6804,1.681944444,0.484444444,0.362777778,0.345329,1,35-50k,2,0.789444444,West London
7631,pt,NHBO,full,3,15.0,56,1,0,2353,0.562777778,0.168888889,0.181111111,0.291411,0,5-10k,1,0.496111111,Central London
7632,drive,HBO,free,6,17.5,77,1,1,1736,0.386666667,0.148888889,0.162222222,0.518836,0,10-15k,1,0.309722222,Central London
7633,drive,HBO,free,1,13.0,66,1,1,807,0.175555556,0.058888889,0.057222222,0.0,2,20-25k,4,0.222222222,North London
7634,walk,HBW,full,1,20.0,35,1,0,1057,0.257222222,0.074722222,0.078055556,0.380783,1,10-15k,2,0.106944444,West London
7635,drive,HBO,full,3,13.16666667,54,1,0,5056,1.201111111,0.373888889,0.258611111,0.165414,1,15-20k,5,0.426111111,West London
7636,drive,NHBO,full,1,20.33333333,30,1,1,8324,2.046666667,0.679722222,0.46,0.288647,1,5-10k,3,0.603611111,East London
7637,drive,HBO,full,3,18.0,24,1,1,5794,1.581666667,0.423888889,0.299166667,0.265552,2,50-75k,2,0.632222222,West London
7638,walk,HBE,full,3,9.0,31,1,0,597,0.258611111,0.075,0.059166667,0.056338,1,20-25k,4,0.242222222,West London
7639,pt,HBO,free,4,19.08333333,61,1,0,1920,0.461388889,0.132777778,0.1225,0.285714,0,10-15k,2,0.223888889,West London
7640,walk,B,free,5,7.75,44,1,1,1143,0.295833333,0.084722222,0.093333333,0.357143,1,>100k,1,0.279166667,South London
7641,pt,B,full,3,10.83333333,40,1,1,8529,2.025555556,0.681666667,0.483888889,0.41791,0,10-15k,1,1.043888889,South London
7642,walk,HBW,full,4,17.25,38,1,0,3070,0.824166667,0.333055556,0.402777778,0.755862,0,35-50k,1,0.318055556,Central London
7643,drive,HBO,free,7,17.0,85,1,1,1215,0.281388889,0.078611111,0.067222222,0.0867769,1,<5k,1,0.117222222,South London
7644,pt,HBO,free,1,11.0,46,1,0,1585,0.408611111,0.122222222,0.121944444,0.166287,0,5-10k,1,0.284166667,East London
7645,walk,HBO,full,6,17.5,58,1,1,4749,1.185833333,0.369166667,0.331111111,0.309564,2,>100k,2,0.519722222,Central London
7646,drive,HBO,full,3,19.5,35,1,1,2744,0.722222222,0.238055556,0.171111111,0.225649,2,35-50k,2,0.505277778,South London
7647,drive,HBO,free,7,12.08333333,75,1,0,761,0.221666667,0.071666667,0.050833333,0.0710383,0,10-15k,1,0.166388889,South London
7648,drive,HBO,free,7,18.0,70,1,1,6991,1.666388889,0.465833333,0.2625,0.132275,2,10-15k,2,0.573611111,South London
7649,drive,HBW,full,5,7.0,32,0,1,4554,1.076666667,0.358611111,0.231666667,0.179856,1,15-20k,1,0.559444444,South London
7650,pt,HBO,free,6,16.5,77,1,0,3824,0.832222222,0.225555556,0.214166667,0.228275,0,20-25k,2,0.37,South London
7651,pt,HBO,full,6,17.08333333,44,1,1,5757,1.32,0.483611111,0.497222222,0.460335,1,50-75k,1,0.554722222,Central London
7652,pt,HBO,full,4,12.0,37,1,0,1608,0.359166667,0.125,0.167222222,0.425249,0,<5k,1,0.239444444,North London
7653,walk,HBO,free,6,16.75,77,1,1,597,0.232222222,0.068333333,0.0875,0.0603175,2,15-20k,1,0.217222222,West London
7654,pt,HBO,free,6,11.58333333,78,1,0,980,0.234722222,0.091944444,0.088333333,0.207547,0,5-10k,1,0.185833333,South London
7655,drive,NHBO,full,2,23.5,28,1,0,17834,4.263611111,1.403333333,0.672777778,0.240297,1,50-75k,4,1.299166667,East London
7656,drive,NHBO,16+,1,18.0,16,1,0,2956,0.768888889,0.248888889,0.197777778,0.217697,2,75-100k,4,0.293888889,North London
7657,pt,HBO,free,1,9.5,89,0,0,720,0.170833333,0.05,0.041666667,0.12,0,10-15k,2,0.124166667,Central London
7658,drive,B,full,1,17.0,40,1,1,8575,2.0075,0.688888889,0.641666667,0.637229,1,75-100k,3,0.94,South London
7659,pt,HBW,full,5,20.0,36,0,1,19037,4.112222222,1.260555556,0.871666667,0.504143,1,10-15k,4,1.145833333,West London
7660,cycle,NHBO,full,7,14.83333333,39,0,1,730,0.215555556,0.088888889,0.096944444,0.111748,1,>100k,2,0.128611111,East London
7661,pt,B,full,6,0.0,28,1,1,17298,4.117222222,1.475555556,0.799444444,0.520848,1,35-50k,1,1.258888889,South London
7662,pt,HBO,full,1,16.0,25,1,0,6165,1.396944444,0.496388889,0.519166667,0.537186,0,<5k,2,0.552222222,Central London
7663,pt,B,full,3,7.0,37,0,1,16857,3.909444444,1.144166667,0.799166667,0.501912,1,35-50k,3,0.89,North London
7664,drive,HBO,free,4,16.75,75,1,1,2637,0.707777778,0.211666667,0.198611111,0.191608,1,5-10k,1,0.429444444,East London
7665,pt,HBW,full,1,17.5,57,1,1,4745,1.068611111,0.310833333,0.313888889,0.415929,2,>100k,6,0.521111111,South London
7666,walk,HBE,dis,3,8.75,22,0,1,580,0.159722222,0.096944444,0.07,0.531746,0,5-10k,1,0.111666667,Central London
7667,pt,HBO,free,3,10.16666667,70,1,1,5822,1.506388889,0.491111111,0.283888889,0.183953,1,5-10k,1,0.883888889,North London
7668,drive,HBO,full,2,12.0,52,1,1,1676,0.384166667,0.173611111,0.107777778,0.845361,1,10-15k,1,0.200555556,Central London
7669,drive,HBO,full,6,14.25,36,1,1,843,0.212777778,0.065833333,0.074166667,0.23221,1,35-50k,5,0.169444444,West London
7670,pt,HBW,full,2,17.5,31,1,1,11296,2.665,1.031944444,0.838611111,0.770785,2,>100k,2,0.584444444,Central London
7671,pt,HBO,free,3,9.25,72,1,0,682,0.189444444,0.066666667,0.121666667,0.280822,0,5-10k,1,0.225833333,Central London
7672,drive,HBO,free,2,19.0,64,1,1,1452,0.426666667,0.135277778,0.094166667,0.238938,1,20-25k,2,0.231666667,South London
7673,walk,HBW,full,3,19.0,34,1,1,969,0.216111111,0.060555556,0.054722222,0.172589,1,35-50k,2,0.211111111,Central London
7674,cycle,HBW,full,4,22.0,37,1,0,2255,0.524444444,0.153888889,0.097222222,0.0771429,1,>100k,4,0.286666667,East London
7675,drive,NHBO,full,7,15.5,39,1,1,4826,1.236666667,0.353888889,0.2175,0.296296,1,75-100k,1,0.614722222,West London
7676,drive,B,free,6,14.0,72,1,1,1345,0.359166667,0.106944444,0.069444444,0.164,1,5-10k,1,0.178888889,North London
7677,walk,NHBO,free,2,14.75,76,1,0,1315,0.300833333,0.086388889,0.103888889,0.328877,0,5-10k,1,0.185277778,Central London
7678,cycle,HBW,full,4,18.0,37,1,1,13318,3.186666667,0.936944444,0.840833333,0.638916,1,50-75k,2,0.762777778,South London
7679,pt,HBO,free,1,13.5,73,0,1,2705,0.717222222,0.260833333,0.216666667,0.638462,0,10-15k,4,0.461666667,West London
7680,pt,NHBO,free,2,17.75,70,1,1,3130,0.73,0.254166667,0.226666667,0.627451,1,50-75k,1,0.299444444,Central London
7681,walk,NHBO,full,4,12.08333333,36,1,1,422,0.103333333,0.035,0.029166667,0.0666667,1,35-50k,3,0.0925,South London
7682,walk,HBO,free,2,12.58333333,81,1,1,824,0.280555556,0.121666667,0.075555556,0.158088,2,20-25k,2,0.2475,North London
7683,drive,HBW,full,2,7.0,37,0,1,3856,0.932222222,0.259444444,0.163888889,0.330508,1,35-50k,3,0.781388889,West London
7684,pt,HBW,full,3,22.5,27,1,0,6897,1.59,0.505833333,0.390555556,0.633713,0,20-25k,2,0.6425,West London
7685,drive,HBO,free,6,11.0,45,1,1,983,0.238055556,0.099444444,0.072222222,0.330769,1,5-10k,1,0.156666667,Central London
7686,drive,NHBO,full,3,7.333333333,48,1,1,2426,0.68,0.210833333,0.148333333,0.131086,3,50-75k,3,0.3375,Central London
7687,pt,NHBO,full,6,11.5,32,1,1,3732,0.895555556,0.362222222,0.295555556,0.329887,0,20-25k,1,0.597777778,South London
7688,walk,HBO,full,5,16.75,31,1,0,254,0.069722222,0.0275,0.018055556,0.430769,0,15-20k,4,0.061944444,West London
