,age,female,hh_borough
74779,18,0,Camden
74780,29,1,Bromley
74781,33,1,Thurrock
74782,5,0,Croydon
74783,41,0,Barking and Dagenham
74784,23,0,Epping Forest
74785,51,0,Lambeth
74786,18,0,Barking and Dagenham
74787,22,0,Westminster
74788,20,1,Enfield
74789,49,1,Hounslow
74790,55,1,Barking and Dagenham
74791,77,0,Southwark
74792,77,0,Hounslow
74793,37,0,Tower Hamlets
74794,50,0,Sutton
74795,31,1,Greenwich
74796,26,1,Islington
74797,29,1,Hillingdon
74798,5,0,Brent
74799,48,0,Redbridge
74800,69,1,Reigate and Banstead
74801,0,1,Epsom and Ewell
74802,44,1,Hounslow
74803,27,1,Havering
74804,10,1,Barnet
74805,39,1,Wandsworth
74806,30,0,Hounslow
74807,37,0,Bromley
74808,88,1,Waltham Forest
74809,15,0,Barnet
74810,4,1,Barnet
74811,47,1,Croydon
74812,22,1,Newham
74813,25,1,Ealing
74814,10,1,Sevenoaks
74815,33,0,Barking and Dagenham
74816,15,1,Lambeth
74817,69,0,Ealing
74818,30,1,Kingston upon Thames
74819,69,0,Camden
74820,56,0,Westminster
74821,17,0,Islington
74822,59,0,Hounslow
74823,5,0,Barnet
74824,42,1,Haringey
74825,42,1,Croydon
74826,22,1,Islington
74827,22,0,Southwark
74828,52,1,Elmbridge
74829,46,0,Thurrock
74830,27,0,Barnet
74831,53,1,Dartford
74832,43,1,Thurrock
74833,3,1,Epsom and Ewell
74834,74,0,Bexley
74835,39,1,Sutton
74836,36,0,Croydon
74837,73,1,Sutton
74838,1,0,Woking
74839,56,1,Harrow
74840,38,0,Ealing
74841,51,0,Haringey
74842,73,0,Hillingdon
74843,18,0,Southwark
74844,38,1,Tandridge
74845,35,0,Hounslow
74846,33,1,Lewisham
74847,27,1,Newham
74848,20,1,Runnymede
74849,28,0,Merton
74850,40,0,Southwark
74851,20,0,Croydon
74852,41,0,Three Rivers
74853,75,0,Islington
74854,50,1,Westminster
74855,42,0,Mole Valley
74856,15,0,Ealing
74857,87,1,Epsom and Ewell
74858,47,0,Epping Forest
74859,50,1,Elmbridge
74860,48,1,Bromley
74861,68,0,Harrow
74862,43,1,Redbridge
74863,12,1,Redbridge
74864,0,0,Hillingdon
74865,12,1,Thurrock
74866,48,0,Sutton
74867,11,1,Havering
74868,68,1,South Bucks
74869,68,1,Kingston upon Thames
74870,0,0,Enfield
74871,32,0,Bexley
74872,83,1,Waltham Forest
74873,64,0,Merton
74874,24,1,Barnet
74875,9,1,Islington
74876,11,1,Wandsworth
74877,20,0,Wandsworth
74878,34,1,Havering
74879,70,0,Westminster
74880,28,1,Hounslow
74881,3,1,Haringey
74882,23,1,Sevenoaks
74883,19,1,Harrow
74884,19,1,Enfield
74885,47,0,Lambeth
74886,38,1,Bexley
74887,16,0,Sutton
74888,8,0,Haringey
74889,78,0,Westminster
74890,56,1,Havering
74891,62,1,Southwark
74892,56,1,Haringey
74893,58,1,Ealing
74894,39,1,Hertsmere
74895,57,1,Merton
74896,7,0,Enfield
74897,61,1,Woking
74898,34,0,Tower Hamlets
74899,40,1,Epsom and Ewell
74900,22,0,Barking and Dagenham
74901,39,1,Croydon
74902,47,0,Islington
74903,34,0,Lambeth
74904,29,0,Camden
74905,9,1,Bexley
74906,43,1,Barking and Dagenham
74907,40,0,Brent
74908,24,1,Wandsworth
74909,50,1,Redbridge
74910,29,1,Barnet
74911,54,1,Wandsworth
74912,35,1,Lambeth
74913,29,0,Barnet
74914,49,0,Hackney
74915,51,1,Harrow
74916,31,1,Barking and Dagenham
74917,45,0,Haringey
74918,51,0,Epping Forest
74919,39,0,Sevenoaks
74920,24,0,Thurrock
74921,61,1,Ealing
74922,75,1,Lewisham
74923,53,1,Woking
74924,72,0,Redbridge
74925,12,0,Barnet
74926,14,0,Barnet
74927,53,0,Newham
74928,11,1,Havering
74929,10,0,Barnet
74930,70,1,Newham
74931,62,1,Ealing
74932,14,0,Ealing
74933,2,0,Islington
74934,15,1,Harrow
74935,25,1,Lambeth
74936,76,1,Wandsworth
74937,50,1,Bexley
74938,2,1,Harrow
74939,26,0,Westminster
74940,43,1,Harrow
74941,56,1,Richmond upon Thames
74942,34,0,Southwark
74943,38,1,Reigate and Banstead
74944,43,0,Spelthorne
74945,43,1,Kingston upon Thames
74946,28,0,Newham
74947,10,1,Southwark
74948,48,0,Hammersmith & Fulham
74949,46,1,Sevenoaks
74950,83,1,Thurrock
74951,41,1,Newham
74952,31,1,Tower Hamlets
74953,2,0,Harrow
74954,9,1,Bexley
74955,42,1,Hackney
74956,39,0,Lewisham
74957,19,0,Westminster
74958,38,1,Southwark
74959,8,1,Hammersmith & Fulham
74960,49,1,Hounslow
74961,40,1,Barnet
74962,31,1,Hammersmith & Fulham
74963,26,1,Brent
74964,23,0,Ealing
74965,31,1,Croydon
74966,33,0,Westminster
74967,31,1,Redbridge
74968,16,1,Elmbridge
74969,50,0,Croydon
74970,74,0,Reigate and Banstead
74971,29,1,Croydon
74972,22,0,Hillingdon
74973,33,0,Hertsmere
74974,20,0,Kingston upon Thames
74975,38,0,Bromley
74976,1,0,Barnet
74977,37,0,Redbridge
74978,15,0,Lambeth
74979,5,1,Tower Hamlets
74980,71,1,Sevenoaks
74981,58,0,Bexley
74982,36,1,Bromley
74983,52,0,Barking and Dagenham
74984,1,0,Greenwich
74985,6,1,Newham
74986,5,0,Reigate and Banstead
74987,28,0,Westminster
74988,23,0,Croydon
74989,42,1,Hackney
74990,33,0,Barnet
74991,26,1,Reigate and Banstead
74992,25,0,Merton
74993,24,0,Barnet
74994,12,0,Lewisham
74995,67,0,Havering
74996,27,0,Havering
74997,38,1,Watford
74998,68,0,Thurrock
74999,89,1,Woking
75000,12,1,Hackney
75001,42,0,Kingston upon Thames
75002,0,0,Bexley
75003,32,1,Kingston upon Thames
75004,61,0,Runnymede
75005,7,0,Croydon
75006,78,1,Bromley
75007,1,1,Bromley
75008,16,0,Enfield
75009,40,0,Islington
75010,68,0,Hillingdon
75011,29,1,Newham
75012,44,1,Redbridge
75013,52,0,Waltham Forest
75014,36,0,Hackney
75015,20,0,Southwark
75016,51,0,Reigate and Banstead
75017,16,0,Barnet
75018,31,0,Hackney
75019,43,1,Hackney
75020,14,1,Ealing
75021,6,1,Waltham Forest
75022,3,1,Waltham Forest
75023,40,0,Southwark
75024,36,1,Wandsworth
75025,18,0,Waltham Forest
75026,53,1,Bromley
75027,64,0,Wandsworth
75028,34,0,Newham
75029,8,1,Lewisham
75030,25,1,Wandsworth
75031,42,0,Reigate and Banstead
75032,28,0,Islington
75033,23,0,Three Rivers
75034,62,1,Greenwich
75035,28,0,Bexley
75036,33,1,Lambeth
75037,51,1,Runnymede
75038,80,1,Waltham Forest
75039,24,1,Kingston upon Thames
75040,52,0,Tower Hamlets
75041,26,0,Lewisham
75042,24,1,Haringey
75043,64,1,Hertsmere
75044,10,1,Hertsmere
75045,24,1,Hillingdon
75046,62,0,Camden
75047,38,1,Islington
75048,91,1,Harrow
75049,9,0,Newham
75050,39,1,Reigate and Banstead
75051,11,1,Barking and Dagenham
75052,41,1,Camden
75053,49,0,Islington
75054,40,0,Hackney
75055,70,0,Lewisham
75056,2,0,Southwark
75057,78,1,Barking and Dagenham
75058,24,1,Epping Forest
75059,39,0,Harrow
75060,6,0,Enfield
75061,69,1,Reigate and Banstead
75062,50,1,Three Rivers
75063,40,1,Croydon
75064,42,0,Westminster
75065,31,0,Woking
75066,34,0,Haringey
75067,5,1,Islington
75068,41,1,Ealing
75069,37,0,Reigate and Banstead
75070,34,0,Waltham Forest
75071,49,0,Lambeth
75072,40,0,Reigate and Banstead
75073,69,1,Bexley
75074,39,0,Lambeth
75075,93,1,Reigate and Banstead
75076,44,0,Lambeth
75077,42,1,Kensington and Chelsea
75078,65,1,Kensington and Chelsea
75079,81,0,Westminster
75080,32,0,Kingston upon Thames
75081,25,1,Enfield
75082,90,0,Elmbridge
75083,28,1,Bexley
75084,57,0,Reigate and Banstead
75085,66,0,Haringey
75086,65,0,Barnet
75087,52,1,Watford
75088,28,1,Hillingdon
75089,45,1,Camden
75090,33,0,Barking and Dagenham
75091,55,1,Waltham Forest
75092,28,0,Lambeth
75093,3,1,Kensington and Chelsea
75094,30,1,Islington
75095,13,1,Camden
75096,42,1,Brent
75097,54,1,Elmbridge
75098,67,0,Lambeth
75099,43,0,Bexley
75100,42,0,Tandridge
75101,54,1,Richmond upon Thames
75102,41,0,Barking and Dagenham
75103,10,1,Lewisham
75104,46,1,Ealing
75105,51,1,Lambeth
75106,23,1,Lewisham
75107,45,0,Hertsmere
75108,65,1,Hertsmere
75109,87,1,Lewisham
75110,24,0,Southwark
75111,10,1,Southwark
75112,25,0,Harrow
75113,61,0,Mole Valley
75114,9,0,Newham
75115,9,0,Lambeth
75116,17,1,Camden
75117,44,1,Richmond upon Thames
75118,23,0,Bromley
75119,86,0,Brent
75120,4,0,Croydon
75121,27,1,Hackney
75122,33,1,Merton
75123,32,1,Islington
75124,67,0,Enfield
75125,10,0,Tower Hamlets
75126,19,1,Richmond upon Thames
75127,22,1,Greenwich
75128,50,0,Ealing
75129,23,1,Barking and Dagenham
75130,24,1,Barking and Dagenham
75131,5,0,South Bucks
75132,0,1,Waltham Forest
75133,47,0,Barnet
75134,35,0,Elmbridge
75135,2,1,Enfield
75136,62,0,Merton
75137,26,1,Lambeth
75138,87,0,Sutton
75139,7,1,Haringey
75140,58,1,Havering
75141,65,1,Bexley
75142,28,0,Runnymede
75143,31,1,Tower Hamlets
75144,29,0,Lewisham
75145,41,0,Southwark
75146,49,1,Lambeth
75147,89,1,Brent
75148,41,0,Bromley
75149,89,1,Southwark
75150,34,0,Elmbridge
75151,1,0,Kensington and Chelsea
75152,5,0,Southwark
75153,15,1,Lambeth
75154,74,1,Hounslow
75155,35,0,Three Rivers
75156,39,0,Lewisham
75157,12,0,Reigate and Banstead
75158,6,0,Bexley
75159,47,0,Mole Valley
75160,71,0,Havering
75161,30,0,Greenwich
75162,49,0,Merton
75163,25,1,Islington
75164,37,1,Brent
75165,56,0,Redbridge
75166,33,0,Barnet
75167,68,1,Mole Valley
75168,76,0,Lambeth
75169,2,0,Hillingdon
75170,9,0,Redbridge
75171,17,1,South Bucks
75172,62,0,Camden
75173,24,1,Southwark
75174,26,1,Ealing
75175,48,0,Mole Valley
75176,29,1,Wandsworth
75177,10,1,Dartford
75178,76,0,Elmbridge
75179,42,0,Sutton
75180,91,1,Hillingdon
75181,24,1,Kensington and Chelsea
75182,28,1,Wandsworth
75183,2,0,Croydon
75184,5,0,Enfield
75185,64,0,Merton
75186,5,1,Sutton
75187,6,0,Tandridge
75188,80,0,Southwark
75189,24,0,Richmond upon Thames
75190,43,0,Hammersmith & Fulham
75191,54,1,Ealing
75192,21,1,Epping Forest
75193,30,1,Tower Hamlets
75194,8,0,Reigate and Banstead
75195,10,0,Havering
75196,38,1,Ealing
75197,67,1,Havering
75198,71,1,Hillingdon
75199,62,1,Hounslow
75200,25,1,Islington
75201,16,1,Epping Forest
75202,41,0,Kensington and Chelsea
75203,57,0,Newham
75204,17,1,Epping Forest
75205,12,0,Woking
75206,42,0,Ealing
75207,14,0,Thurrock
75208,56,0,Croydon
75209,38,0,Merton
75210,60,0,Southwark
75211,22,1,Watford
75212,39,0,Brent
75213,31,1,Islington
75214,52,1,Hillingdon
75215,52,0,Epping Forest
75216,77,1,Bromley
75217,37,0,Wandsworth
75218,10,1,Camden
75219,84,1,Dartford
75220,38,1,Sutton
75221,48,1,Bromley
75222,70,0,Ealing
75223,76,1,Westminster
75224,58,1,Ealing
75225,10,0,Barking and Dagenham
75226,2,0,Brent
75227,43,1,Lambeth
75228,54,1,Richmond upon Thames
75229,68,0,Hounslow
75230,9,1,Sevenoaks
75231,1,0,Hillingdon
75232,75,0,Bromley
75233,70,0,Haringey
75234,12,1,Islington
75235,28,0,Tower Hamlets
75236,20,1,Hammersmith & Fulham
75237,2,1,Thurrock
75238,19,0,Mole Valley
75239,55,1,Islington
75240,39,0,Brent
75241,28,0,Haringey
75242,23,1,Lambeth
75243,50,0,Newham
75244,2,1,Sutton
75245,0,0,Islington
75246,42,1,Richmond upon Thames
75247,77,0,Woking
75248,43,1,Haringey
75249,57,0,Camden
75250,69,0,Waltham Forest
75251,35,1,Hounslow
75252,12,1,Spelthorne
75253,64,0,Brent
75254,67,0,Camden
75255,32,1,Brent
75256,31,0,Haringey
75257,33,1,Barnet
75258,39,0,Haringey
75259,48,1,Hackney
75260,44,1,Ealing
75261,55,0,Camden
75262,48,1,Tower Hamlets
75263,32,0,Hillingdon
75264,27,1,Camden
75265,31,1,Waltham Forest
75266,91,1,Three Rivers
75267,37,1,Harrow
75268,11,0,Greenwich
75269,4,0,Watford
75270,47,1,Merton
75271,51,1,Thurrock
75272,11,1,Camden
75273,55,1,Hounslow
75274,4,0,Sutton
75275,33,1,Waltham Forest
75276,24,1,Kensington and Chelsea
75277,53,1,Enfield
75278,47,0,Hackney
75279,46,0,Hackney
75280,35,1,Reigate and Banstead
75281,61,0,Croydon
75282,50,1,Wandsworth
75283,63,1,Sutton
75284,3,0,Watford
75285,9,1,Barnet
75286,50,0,Spelthorne
75287,34,0,Ealing
75288,10,0,Croydon
75289,87,1,Camden
75290,23,0,Croydon
75291,27,0,Croydon
75292,80,0,Elmbridge
75293,3,1,Harrow
75294,18,0,Kingston upon Thames
75295,14,1,Ealing
75296,48,1,Hammersmith & Fulham
75297,9,0,Watford
75298,68,1,Tower Hamlets
75299,17,1,Havering
75300,36,1,Newham
75301,1,1,Westminster
75302,1,0,Barking and Dagenham
75303,2,1,Lambeth
75304,53,1,Haringey
75305,65,1,Havering
75306,40,1,Ealing
75307,9,0,Bexley
75308,39,0,Thurrock
75309,58,0,Kensington and Chelsea
75310,51,0,Greenwich
75311,9,1,Greenwich
75312,25,0,Waltham Forest
75313,30,1,Hounslow
75314,68,1,Bromley
75315,4,1,Bromley
75316,59,1,Merton
75317,60,1,Enfield
75318,11,1,Merton
75319,80,0,Spelthorne
75320,47,0,Tandridge
75321,42,0,Kensington and Chelsea
75322,20,1,Barnet
75323,56,1,Ealing
75324,9,0,Wandsworth
75325,5,1,Brent
75326,22,0,Tower Hamlets
75327,25,0,Croydon
75328,55,1,Newham
75329,27,1,Lambeth
75330,23,1,Havering
75331,42,0,Barking and Dagenham
75332,56,0,Hertsmere
75333,32,0,Islington
75334,47,0,South Bucks
75335,29,1,Brent
75336,13,1,Spelthorne
75337,65,0,Tandridge
75338,15,1,Thurrock
75339,44,1,Lambeth
75340,72,1,Wandsworth
75341,47,1,Runnymede
75342,13,1,Islington
75343,51,1,Bromley
75344,29,0,Spelthorne
75345,16,1,Wandsworth
75346,67,0,Ealing
75347,34,0,Southwark
75348,10,0,Woking
75349,33,0,Redbridge
75350,48,0,Richmond upon Thames
75351,67,1,Enfield
75352,12,0,Barking and Dagenham
75353,27,1,Croydon
75354,57,0,Waltham Forest
75355,45,1,Barnet
75356,57,1,Ealing
75357,62,1,Hillingdon
75358,1,1,Hackney
75359,48,1,Woking
75360,28,0,Merton
75361,35,0,Enfield
75362,26,0,Hillingdon
75363,52,1,Bromley
75364,17,1,Bexley
75365,28,1,Hounslow
75366,48,1,Ealing
75367,25,1,Westminster
75368,1,1,Barnet
75369,4,1,Hillingdon
75370,33,0,Bexley
75371,51,0,Runnymede
75372,12,1,Hammersmith & Fulham
75373,13,1,Bromley
75374,7,1,Southwark
75375,3,1,Enfield
75376,13,1,Barnet
75377,79,0,Lewisham
75378,47,1,Sutton
75379,66,1,Lambeth
75380,49,0,Epping Forest
75381,88,1,Bromley
75382,42,1,Croydon
75383,46,1,Croydon
75384,45,0,Ealing
75385,71,0,Lewisham
75386,45,1,Croydon
75387,52,0,Woking
75388,79,1,Barking and Dagenham
75389,21,1,Southwark
75390,20,0,Hackney
75391,9,0,Thurrock
75392,1,0,Bexley
75393,50,1,Croydon
75394,8,0,Waltham Forest
75395,33,0,Tower Hamlets
75396,28,1,Hammersmith & Fulham
75397,57,1,Kingston upon Thames
75398,46,1,Barnet
75399,44,1,Harrow
75400,6,0,Reigate and Banstead
75401,48,1,Bexley
75402,40,0,South Bucks
75403,46,1,Epping Forest
75404,29,1,Hounslow
75405,17,1,Sevenoaks
75406,7,0,Kingston upon Thames
75407,45,0,Kingston upon Thames
75408,37,0,Spelthorne
75409,3,0,Reigate and Banstead
75410,24,1,Bromley
75411,35,1,Bromley
75412,37,1,Ealing
75413,65,0,Brent
75414,80,1,Havering
75415,6,1,Enfield
75416,23,0,Epsom and Ewell
75417,52,0,Watford
75418,54,0,Kingston upon Thames
75419,27,1,Woking
75420,70,1,Waltham Forest
75421,50,1,Brent
75422,50,1,Hammersmith & Fulham
75423,74,0,Bexley
75424,60,0,Barnet
75425,74,0,Croydon
75426,15,1,Hillingdon
75427,30,1,Barnet
75428,28,1,Kingston upon Thames
75429,79,1,Hillingdon
75430,39,1,Kingston upon Thames
75431,15,0,Hillingdon
75432,32,0,Barking and Dagenham
75433,36,0,Tower Hamlets
75434,19,1,Southwark
75435,33,0,Lewisham
75436,48,0,Lewisham
75437,33,1,Merton
75438,30,1,Ealing
75439,52,0,Lewisham
75440,63,0,Three Rivers
75441,52,0,Greenwich
75442,24,1,Hounslow
75443,27,0,Hillingdon
75444,16,0,Elmbridge
75445,15,0,Thurrock
75446,48,0,Ealing
75447,57,1,Runnymede
75448,49,1,Lewisham
75449,47,1,South Bucks
75450,53,0,Woking
75451,24,1,Waltham Forest
75452,27,0,Barking and Dagenham
75453,3,0,Haringey
75454,26,1,Wandsworth
75455,7,1,Greenwich
75456,42,0,Hackney
75457,47,0,Hertsmere
75458,52,1,Richmond upon Thames
75459,44,1,Brent
75460,33,0,Waltham Forest
75461,68,1,Waltham Forest
75462,22,1,Redbridge
75463,42,0,Sevenoaks
75464,48,1,Brent
75465,67,0,Newham
75466,71,0,Hounslow
75467,36,0,Lambeth
75468,44,1,Lewisham
75469,76,1,Epping Forest
75470,37,1,Lewisham
75471,33,1,Hillingdon
75472,51,1,Southwark
75473,25,0,Wandsworth
75474,18,1,Greenwich
75475,11,0,Richmond upon Thames
75476,81,1,Brent
75477,37,1,Enfield
75478,60,0,Barnet
75479,7,1,Camden
75480,26,1,Waltham Forest
75481,26,0,Dartford
75482,75,1,Islington
75483,73,0,Kingston upon Thames
75484,0,1,Greenwich
75485,53,1,Wandsworth
75486,29,1,Haringey
75487,34,1,Merton
75488,10,1,Hounslow
75489,66,1,Epping Forest
75490,43,0,Havering
75491,35,0,Westminster
75492,28,1,Kensington and Chelsea
75493,27,0,Enfield
75494,56,0,Merton
75495,14,1,Havering
75496,25,0,Southwark
75497,79,1,Hackney
75498,10,0,Newham
75499,28,1,Brent
75500,74,0,Croydon
75501,46,0,Waltham Forest
75502,8,1,Croydon
75503,64,0,Runnymede
75504,27,0,Ealing
75505,50,0,Hounslow
75506,29,1,Hillingdon
75507,2,1,Richmond upon Thames
75508,56,0,Hillingdon
75509,83,1,Havering
75510,20,0,Southwark
75511,49,1,Hammersmith & Fulham
75512,74,1,Ealing
75513,87,0,Three Rivers
75514,13,0,Croydon
75515,38,0,Barking and Dagenham
75516,25,0,Ealing
75517,26,1,Wandsworth
75518,59,1,Wandsworth
75519,45,1,Thurrock
75520,17,0,Newham
75521,10,0,Wandsworth
75522,50,0,Brent
75523,66,1,Tandridge
75524,22,1,Hillingdon
75525,24,1,Lambeth
75526,47,0,Haringey
75527,65,1,Barnet
75528,6,0,Barnet
75529,52,1,Harrow
75530,57,0,Tandridge
75531,29,0,Bromley
75532,4,1,Havering
75533,49,0,Richmond upon Thames
75534,22,0,Haringey
75535,54,1,Epping Forest
75536,39,0,Enfield
75537,65,1,Barnet
75538,21,1,Islington
75539,28,0,Newham
75540,64,1,Thurrock
75541,16,0,Harrow
75542,40,0,Lambeth
75543,35,1,Wandsworth
75544,22,0,Hackney
75545,31,0,Tower Hamlets
75546,28,0,Ealing
75547,7,1,Haringey
75548,43,0,Ealing
75549,53,1,Sevenoaks
75550,43,0,Newham
75551,47,0,Hillingdon
75552,9,1,Barking and Dagenham
75553,51,1,Haringey
75554,8,1,Reigate and Banstead
75555,51,1,Redbridge
75556,51,1,Islington
75557,54,0,Ealing
75558,11,0,Westminster
75559,36,0,Enfield
75560,22,1,Tower Hamlets
75561,20,0,Woking
75562,79,0,South Bucks
75563,26,0,Lewisham
75564,12,0,Dartford
75565,99,0,Islington
75566,13,1,Croydon
75567,69,1,Bromley
75568,12,0,Enfield
75569,34,1,Hackney
75570,2,1,Waltham Forest
75571,19,1,Camden
75572,19,1,Redbridge
75573,46,1,Camden
75574,59,1,Sevenoaks
75575,11,0,Ealing
75576,50,0,Hackney
75577,3,0,Waltham Forest
75578,10,0,Croydon
75579,37,0,Bromley
75580,66,0,Elmbridge
75581,36,1,Kingston upon Thames
75582,61,1,Sutton
75583,42,1,Sutton
75584,0,0,Bromley
75585,27,0,Camden
75586,36,0,Merton
75587,19,1,Ealing
75588,40,1,Wandsworth
75589,5,0,Harrow
75590,52,0,Lewisham
75591,32,0,Greenwich
75592,27,1,Wandsworth
75593,54,0,Hillingdon
75594,29,0,Wandsworth
75595,34,0,Islington
75596,44,1,Hammersmith & Fulham
75597,71,0,Tower Hamlets
75598,16,0,Sutton
75599,50,0,Bexley
75600,33,0,Merton
75601,56,1,Lambeth
75602,58,1,Waltham Forest
75603,2,0,Kingston upon Thames
75604,3,0,Tandridge
75605,53,0,Westminster
75606,30,1,Tandridge
75607,54,0,Epping Forest
75608,28,1,Newham
75609,25,1,Westminster
75610,22,1,Kensington and Chelsea
75611,38,0,Richmond upon Thames
75612,36,0,Wandsworth
75613,71,0,Brent
75614,44,0,Newham
75615,41,1,Lewisham
75616,26,0,Hertsmere
75617,56,0,Camden
75618,85,1,Lambeth
75619,2,1,Reigate and Banstead
75620,33,0,Camden
75621,45,0,Hertsmere
75622,17,1,Tandridge
75623,52,0,Greenwich
75624,9,1,Reigate and Banstead
75625,0,1,Waltham Forest
75626,56,1,Barnet
75627,20,0,Brent
75628,8,0,Barnet
75629,24,1,Brent
75630,73,1,Haringey
75631,26,0,Woking
75632,36,1,Newham
75633,85,1,Thurrock
75634,51,0,Hillingdon
75635,46,1,Hounslow
75636,28,1,Ealing
75637,30,0,Bexley
75638,57,1,Spelthorne
75639,63,1,Barking and Dagenham
75640,37,1,Tower Hamlets
75641,1,1,Lewisham
75642,51,0,Havering
75643,28,1,Ealing
75644,54,0,Barnet
75645,7,1,Richmond upon Thames
75646,57,1,Westminster
75647,26,0,Lambeth
75648,81,1,Reigate and Banstead
75649,45,0,Hillingdon
75650,50,1,Newham
75651,6,1,Merton
75652,88,0,Islington
75653,21,0,Southwark
75654,50,1,Havering
75655,4,1,Brent
75656,2,0,Barnet
75657,42,0,Havering
75658,85,1,Waltham Forest
75659,35,1,Havering
75660,78,0,Hillingdon
75661,1,1,Hackney
75662,46,0,Redbridge
75663,39,1,Epping Forest
75664,13,0,Ealing
75665,9,1,Enfield
75666,19,0,Bexley
75667,76,1,Elmbridge
75668,4,0,Southwark
75669,27,0,Newham
75670,46,1,Enfield
75671,7,1,Sutton
75672,61,0,Enfield
75673,11,0,Croydon
75674,82,1,Haringey
75675,56,1,Harrow
75676,31,0,Tower Hamlets
75677,3,1,Kingston upon Thames
75678,57,1,Camden
75679,85,0,Reigate and Banstead
75680,6,0,Hackney
75681,16,1,Camden
75682,23,0,Newham
75683,32,1,Richmond upon Thames
75684,14,1,Brent
75685,23,0,Islington
75686,61,1,Waltham Forest
75687,14,0,Waltham Forest
75688,46,1,Southwark
75689,29,0,Richmond upon Thames
75690,16,1,Harrow
75691,50,0,Brent
75692,27,1,Wandsworth
75693,39,1,Southwark
75694,55,1,Waltham Forest
75695,43,0,Epping Forest
75696,7,0,Tandridge
75697,33,0,Hillingdon
75698,6,1,Enfield
75699,85,1,Runnymede
75700,43,0,Newham
75701,35,1,Barnet
75702,6,1,Harrow
75703,30,1,Reigate and Banstead
75704,58,0,Bexley
75705,26,1,Hammersmith & Fulham
75706,49,0,Enfield
75707,36,1,Hounslow
75708,31,1,Southwark
75709,19,0,Redbridge
75710,43,1,Islington
75711,30,0,Brent
75712,16,0,Hackney
75713,21,0,Bromley
75714,37,1,Bromley
75715,48,0,Bexley
75716,1,1,Dartford
75717,30,1,Islington
75718,10,1,Richmond upon Thames
75719,30,1,Lewisham
75720,26,0,Brent
75721,46,1,Hounslow
75722,44,0,Croydon
75723,9,1,Croydon
75724,61,0,Southwark
75725,15,1,Enfield
75726,23,0,Redbridge
75727,70,0,Richmond upon Thames
75728,4,0,Ealing
75729,51,1,Hillingdon
75730,78,1,Enfield
75731,63,1,Waltham Forest
75732,22,1,Southwark
75733,48,0,Barking and Dagenham
75734,36,0,Wandsworth
75735,2,1,Watford
75736,28,0,Hackney
75737,32,1,Tower Hamlets
75738,36,0,Brent
75739,33,0,Islington
75740,27,0,Lewisham
75741,35,0,Hackney
75742,18,0,Newham
75743,51,1,Tower Hamlets
75744,63,0,Havering
75745,30,0,Haringey
75746,27,0,Bromley
75747,10,1,Lambeth
75748,45,0,Hertsmere
75749,40,1,Enfield
75750,17,0,Lambeth
75751,24,0,Ealing
75752,29,0,Hillingdon
75753,63,0,Ealing
75754,60,1,Sevenoaks
75755,53,0,Ealing
75756,37,1,Harrow
75757,0,0,Kingston upon Thames
75758,57,0,Wandsworth
75759,30,0,Tandridge
75760,22,1,Dartford
75761,47,1,Haringey
75762,1,0,Lambeth
75763,31,0,Hillingdon
75764,71,1,Hammersmith & Fulham
75765,2,0,Enfield
75766,29,1,Redbridge
75767,20,1,Haringey
75768,25,1,Southwark
75769,27,1,Hertsmere
75770,18,1,Lewisham
75771,57,1,Wandsworth
75772,53,1,Sutton
75773,34,1,Lambeth
75774,35,0,Merton
75775,30,0,Thurrock
75776,20,0,Newham
75777,27,0,Brent
75778,22,0,Spelthorne
75779,14,0,Bexley
75780,35,0,Woking
75781,39,0,Epping Forest
75782,39,1,Hounslow
75783,80,1,Barking and Dagenham
75784,20,0,Lambeth
75785,32,1,Spelthorne
75786,4,1,Southwark
75787,72,1,Kensington and Chelsea
75788,12,0,Newham
75789,23,0,Greenwich
75790,44,0,Newham
75791,37,0,Camden
75792,26,1,Newham
75793,38,1,Sevenoaks
75794,7,1,Bromley
75795,4,0,Brent
75796,31,1,Lewisham
75797,24,1,Hackney
75798,21,1,Camden
75799,32,1,Barking and Dagenham
75800,66,0,Redbridge
75801,21,1,Brent
75802,10,0,Barking and Dagenham
75803,7,1,Haringey
75804,77,1,Waltham Forest
75805,41,0,Greenwich
75806,17,1,Barking and Dagenham
75807,16,1,Lewisham
75808,10,0,Southwark
75809,75,0,Greenwich
75810,57,1,Hammersmith & Fulham
75811,17,1,Greenwich
75812,29,1,Ealing
75813,59,1,Lambeth
75814,62,1,Woking
75815,24,1,Watford
75816,43,0,Kingston upon Thames
75817,63,1,Barnet
75818,26,1,Dartford
75819,40,1,Lambeth
75820,32,1,Dartford
75821,35,0,Kingston upon Thames
75822,71,1,Mole Valley
75823,29,1,Islington
75824,45,1,Reigate and Banstead
75825,20,0,Epping Forest
75826,42,0,Greenwich
75827,54,1,Southwark
75828,81,1,Sevenoaks
75829,7,1,Croydon
75830,28,0,Bromley
75831,26,0,Hackney
75832,50,0,Thurrock
75833,37,0,City of London
75834,56,0,Bromley
75835,36,0,Harrow
75836,25,0,Waltham Forest
75837,12,1,Dartford
75838,18,0,Camden
75839,41,0,Ealing
75840,22,0,Elmbridge
75841,8,0,Richmond upon Thames
75842,19,1,Kingston upon Thames
75843,28,1,Havering
75844,51,1,Elmbridge
75845,20,0,Hillingdon
75846,19,1,Croydon
75847,10,0,Kensington and Chelsea
75848,26,0,Southwark
